"rep","n","sce","method","bias_rel_pct","cover_pct","auc"
52,500,1,"IV-G",4.42823079902487,100,0.712215320910973
52,500,1,"IV-GMM",36.38540046033,100,0.712215320910973
53,500,1,"GLM",9.89377035834258,100,0.667237862097103
53,500,1,"IV-TS",77.6243556101805,100,0.509587923296614
53,500,1,"IV-G",78.8818581639427,100,0.667237862097103
53,500,1,"IV-GMM",77.8475612054553,100,0.667237862097103
54,500,1,"GLM",25.6896646879078,100,0.696308478936998
54,500,1,"IV-TS",83.5548871677121,100,0.506798456302617
54,500,1,"IV-G",78.2761794887013,100,0.696308478936998
54,500,1,"IV-GMM",83.6724938505406,100,0.696308478936998
55,500,1,"GLM",45.7521636275414,0,0.716109831029186
55,500,1,"IV-TS",25.6134283600958,100,0.537762416794675
55,500,1,"IV-G",6.78061635774778,100,0.716109831029186
55,500,1,"IV-GMM",19.0568140494855,100,0.716109831029186
56,500,1,"GLM",15.6282314940138,100,0.700324675324675
56,500,1,"IV-TS",68.9860386156988,100,0.515097402597403
56,500,1,"IV-G",70.5879576587909,100,0.700324675324675
56,500,1,"IV-GMM",69.1361960389376,100,0.700324675324675
57,500,1,"GLM",40.2046623099451,0,0.715711562184591
57,500,1,"IV-TS",62.092316548128,100,0.517102164405069
57,500,1,"IV-G",49.9154193191662,100,0.715711562184591
57,500,1,"IV-GMM",61.5891160821121,100,0.715711562184591
58,500,1,"GLM",66.7482151901139,0,0.683253033403696
58,500,1,"IV-TS",27.4658252816467,100,0.54783351326963
58,500,1,"IV-G",1.35408375180404,100,0.683253033403696
58,500,1,"IV-GMM",22.9651154363176,100,0.683253033403696
59,500,1,"GLM",42.9226181435493,0,0.700488938374401
59,500,1,"IV-TS",17.8491028224551,100,0.532434525826596
59,500,1,"IV-G",9.86795664854903,100,0.700488938374401
59,500,1,"IV-GMM",11.562707154621,100,0.700488938374401
60,500,1,"GLM",54.3808387009329,0,0.716720779220779
60,500,1,"IV-TS",105.783643376101,100,0.502435064935065
60,500,1,"IV-G",108.862914054434,100,0.283279220779221
60,500,1,"IV-GMM",105.812644674316,100,0.283279220779221
61,500,1,"GLM",18.7409809109601,100,0.668853037398165
61,500,1,"IV-TS",82.1187912965904,100,0.50744114439669
61,500,1,"IV-G",78.5053892861213,100,0.668853037398165
61,500,1,"IV-GMM",82.1124747620475,100,0.668853037398165
62,500,1,"GLM",42.6875913218149,0,0.723704763314096
62,500,1,"IV-TS",6.02693094395244,100,0.542420953978198
62,500,1,"IV-G",33.1799183651292,100,0.723704763314096
62,500,1,"IV-GMM",15.6064835600941,100,0.723704763314096
63,500,1,"GLM",67.2381343877288,0,0.700835874844685
63,500,1,"IV-TS",0.66177514602267,100,0.547086540478611
63,500,1,"IV-G",62.2145035572396,100,0.700835874844685
63,500,1,"IV-GMM",14.7286407562096,100,0.700835874844685
64,500,1,"GLM",23.3312302474641,100,0.693431855500821
64,500,1,"IV-TS",1.24881271765092,100,0.544581280788177
64,500,1,"IV-G",12.015744612042,100,0.693431855500821
64,500,1,"IV-GMM",9.44321171805473,100,0.693431855500821
65,500,1,"GLM",59.2405306405391,0,0.720689877914863
65,500,1,"IV-TS",18.612044596498,100,0.53882178153866
65,500,1,"IV-G",13.8993148191804,100,0.720689877914863
65,500,1,"IV-GMM",13.0743157663604,100,0.720689877914863
66,500,1,"GLM",36.9005794303743,0,0.702334881320949
66,500,1,"IV-TS",10.3292112753423,100,0.555663054695562
66,500,1,"IV-G",43.9874510834379,100,0.702334881320949
66,500,1,"IV-GMM",32.0069314534069,100,0.702334881320949
67,500,1,"GLM",12.2056241089303,100,0.680320316295589
67,500,1,"IV-TS",13.3831315520158,100,0.543088572816672
67,500,1,"IV-G",4.07605530224178,100,0.680320316295589
67,500,1,"IV-GMM",12.2056098525289,100,0.680320316295589
68,500,1,"GLM",57.3077888994557,0,0.706215098408407
68,500,1,"IV-TS",1.77568536728032,100,0.54132670303674
68,500,1,"IV-G",39.7153670466473,100,0.706215098408407
68,500,1,"IV-GMM",19.4381693341156,100,0.706215098408407
69,500,1,"GLM",43.3171845139499,0,0.718711226413574
69,500,1,"IV-TS",22.9252903923496,100,0.544361011295702
69,500,1,"IV-G",6.56021395352779,100,0.718711226413574
69,500,1,"IV-GMM",18.671480018028,100,0.718711226413574
70,500,1,"GLM",55.0175429073763,0,0.716744913928013
70,500,1,"IV-TS",2.81428349102113,100,0.55066510172144
70,500,1,"IV-G",43.0129092149847,100,0.716744913928013
70,500,1,"IV-GMM",14.2753050194342,100,0.716744913928013
71,500,1,"GLM",50.2058488825088,0,0.724512987012987
71,500,1,"IV-TS",2.84913454217305,100,0.555194805194805
71,500,1,"IV-G",20.7600958586946,100,0.724512987012987
71,500,1,"IV-GMM",6.13399931030201,100,0.724512987012987
72,500,1,"GLM",29.0031886135014,0,0.69998675145734
72,500,1,"IV-TS",34.2411201939191,100,0.527291997880233
72,500,1,"IV-G",35.1918754223964,100,0.69998675145734
72,500,1,"IV-GMM",34.2712828154516,100,0.69998675145734
73,500,1,"GLM",29.9484823356518,0,0.696163961767913
73,500,1,"IV-TS",58.0918735110675,100,0.523301687087049
73,500,1,"IV-G",34.0698531196342,100,0.696163961767913
73,500,1,"IV-GMM",57.4420735022056,100,0.696163961767913
74,500,1,"GLM",50.7531864336893,0,0.712625131717597
74,500,1,"IV-TS",31.7151747484074,100,0.530492623814542
74,500,1,"IV-G",30.7889336206398,100,0.712625131717597
74,500,1,"IV-GMM",31.0276385020392,100,0.712625131717597
75,500,1,"GLM",76.1461625632649,0,0.722862306562747
75,500,1,"IV-TS",60.3530924824876,100,0.585249552209905
75,500,1,"IV-G",135.496946867543,0,0.722862306562747
75,500,1,"IV-GMM",1015.25229166981,100,0.722862306562747
76,500,1,"GLM",20.8781538861191,100,0.678403755868545
76,500,1,"IV-TS",13.1283456488668,100,0.538536776212833
76,500,1,"IV-G",11.6938759167533,100,0.678403755868545
76,500,1,"IV-GMM",7.57137234423771,100,0.678403755868545
77,500,1,"GLM",18.4151465742029,100,0.680513509575691
77,500,1,"IV-TS",52.2685980648039,100,0.566285149989477
77,500,1,"IV-G",79.4646380097791,100,0.680513509575691
77,500,1,"IV-GMM",909.938881795788,100,0.680513509575691
78,500,1,"GLM",47.0530385219852,0,0.727815320870123
78,500,1,"IV-TS",31.6792025017738,100,0.534873970305332
78,500,1,"IV-G",10.8354477071876,100,0.727815320870123
78,500,1,"IV-GMM",31.0975451387558,100,0.727815320870123
79,500,1,"GLM",9.94933461636567,100,0.665573770491803
79,500,1,"IV-TS",43.9673804751445,100,0.523623371164355
79,500,1,"IV-G",45.2493528023039,100,0.665573770491803
79,500,1,"IV-GMM",45.1542198453617,100,0.665573770491803
80,500,1,"GLM",48.9474988965393,0,0.705590724113429
80,500,1,"IV-TS",46.6217149080199,100,0.515373683870551
80,500,1,"IV-G",47.3472424713086,100,0.705590724113429
80,500,1,"IV-GMM",45.6898028297767,100,0.705590724113429
81,500,1,"GLM",41.568781348954,0,0.7143444141865
81,500,1,"IV-TS",11.3769694626439,100,0.558750543837316
81,500,1,"IV-G",37.4399996837787,100,0.7143444141865
81,500,1,"IV-GMM",33.1817888428004,100,0.7143444141865
82,500,1,"GLM",28.0132127033564,100,0.666006855597934
82,500,1,"IV-TS",37.4389297594558,100,0.523093387405655
82,500,1,"IV-G",3.65001883309839,100,0.666006855597934
82,500,1,"IV-GMM",34.7123906165774,100,0.666006855597934
83,500,1,"GLM",59.0407147930221,0,0.734072249589491
83,500,1,"IV-TS",32.513740582546,100,0.538013136288998
83,500,1,"IV-G",19.842994974821,100,0.734072249589491
83,500,1,"IV-GMM",31.823497281307,100,0.734072249589491
84,500,1,"GLM",31.9782193074689,0,0.67878521699525
84,500,1,"IV-TS",0.0744881510188922,100,0.551304574142755
84,500,1,"IV-G",8.7704010046066,100,0.67878521699525
84,500,1,"IV-GMM",12.277415356579,100,0.67878521699525
85,500,1,"GLM",43.8982930160861,0,0.700880352140856
85,500,1,"IV-TS",55.1785702173717,100,0.586034413765506
85,500,1,"IV-G",109.832457116549,100,0.700880352140856
85,500,1,"IV-GMM",913.726757302778,100,0.700880352140856
86,500,1,"GLM",35.6874111100303,0,0.703887510339123
86,500,1,"IV-TS",32.1266708926425,100,0.559642550154884
86,500,1,"IV-G",59.9531173605305,100,0.703887510339123
86,500,1,"IV-GMM",81.4662526392315,100,0.703887510339123
87,500,1,"GLM",51.8470765704555,0,0.704356362348928
87,500,1,"IV-TS",32.4022853136825,100,0.532033022739342
87,500,1,"IV-G",19.5226964607605,100,0.704356362348928
87,500,1,"IV-GMM",29.1670907560439,100,0.704356362348928
88,500,1,"GLM",36.9651371716264,0,0.686274509803922
88,500,1,"IV-TS",28.3490304497776,100,0.549922600619195
88,500,1,"IV-G",55.7813279571096,100,0.686274509803922
88,500,1,"IV-GMM",90.749262306005,100,0.686274509803922
89,500,1,"GLM",47.9471689321849,0,0.720808080808081
89,500,1,"IV-TS",13.7559592573139,100,0.542626262626263
89,500,1,"IV-G",4.800556989775,100,0.720808080808081
89,500,1,"IV-GMM",7.35940939789652,100,0.720808080808081
90,500,1,"GLM",51.2355640803016,0,0.70999743983615
90,500,1,"IV-TS",73.6172707657647,100,0.557827700972862
90,500,1,"IV-G",154.069966817145,100,0.70999743983615
90,500,1,"IV-GMM",966.454291677447,100,0.70999743983615
91,500,1,"GLM",55.9468594822004,0,0.729789239344156
91,500,1,"IV-TS",59.8106769410746,100,0.51119615203367
91,500,1,"IV-G",68.4889721140275,100,0.729789239344156
91,500,1,"IV-GMM",59.8809732917661,100,0.729789239344156
92,500,1,"GLM",45.0642536537743,0,0.723078038640648
92,500,1,"IV-TS",11.5297976112254,100,0.537440177895229
92,500,1,"IV-G",33.250935810915,100,0.723078038640648
92,500,1,"IV-GMM",3.65731182688378,100,0.723078038640648
93,500,1,"GLM",41.6693424786739,0,0.71956095902608
93,500,1,"IV-TS",77.3686111131721,100,0.511542633274514
93,500,1,"IV-G",74.8849255690711,100,0.71956095902608
93,500,1,"IV-GMM",77.4767505736396,100,0.71956095902608
94,500,1,"GLM",22.6771639117473,100,0.691717171717172
94,500,1,"IV-TS",15.7910376208987,100,0.557777777777778
94,500,1,"IV-G",21.3550943508614,100,0.691717171717172
94,500,1,"IV-GMM",9.94227739945395,100,0.691717171717172
95,500,1,"GLM",60.2399355488506,0,0.712652475869737
95,500,1,"IV-TS",9.12867740890297,100,0.551370470036578
95,500,1,"IV-G",55.6901040424511,100,0.712652475869737
95,500,1,"IV-GMM",31.3904831144948,100,0.712652475869737
96,500,1,"GLM",43.9937020691598,0,0.697387005649718
96,500,1,"IV-TS",84.4725120454871,100,0.505360811504879
96,500,1,"IV-G",72.3129268423649,100,0.697387005649718
96,500,1,"IV-GMM",84.4938097983502,100,0.697387005649718
97,500,1,"GLM",46.6075818997936,0,0.725530212084834
97,500,1,"IV-TS",22.6845522412635,100,0.536774709883954
97,500,1,"IV-G",3.14513624902741,100,0.725530212084834
97,500,1,"IV-GMM",15.983243917596,100,0.725530212084834
98,500,1,"GLM",32.779459261089,0,0.694861501405058
98,500,1,"IV-TS",60.9841794726307,100,0.519229225210759
98,500,1,"IV-G",8.55431020212832,100,0.694861501405058
98,500,1,"IV-GMM",60.5590444692841,100,0.694861501405058
99,500,1,"GLM",40.9812395533011,0,0.696337758404333
99,500,1,"IV-TS",83.2649382816296,100,0.505580873125949
99,500,1,"IV-G",46.8971901584546,100,0.696337758404333
99,500,1,"IV-GMM",83.4816761381862,100,0.696337758404333
100,500,1,"GLM",28.8166664780281,100,0.68953173374613
100,500,1,"IV-TS",76.1930326676069,100,0.511384158926729
100,500,1,"IV-G",56.6517012393839,100,0.68953173374613
100,500,1,"IV-GMM",76.2490574884083,100,0.68953173374613
1,1000,1,"GLM",58.1448881216801,0,0.710162988292616
1,1000,1,"IV-TS",37.6929927763913,100,0.525927219165272
1,1000,1,"IV-G",0.543566927746864,100,0.710162988292616
1,1000,1,"IV-GMM",34.9193407621294,100,0.710162988292616
2,1000,1,"GLM",33.7944044835757,0,0.691445474441589
2,1000,1,"IV-TS",21.37003635498,100,0.537211861344248
2,1000,1,"IV-G",13.3503490798873,100,0.691445474441589
2,1000,1,"IV-GMM",17.4118683798445,100,0.691445474441589
3,1000,1,"GLM",28.5246736457758,0,0.691180843220874
3,1000,1,"IV-TS",31.3321760114559,100,0.529403977825841
3,1000,1,"IV-G",21.4636442395945,100,0.691180843220874
3,1000,1,"IV-GMM",29.7053650582066,100,0.691180843220874
4,1000,1,"GLM",43.461690739873,0,0.705612704413184
4,1000,1,"IV-TS",20.4109519052171,100,0.534309508519824
4,1000,1,"IV-G",15.7303006016982,100,0.705612704413184
4,1000,1,"IV-GMM",15.3858274330494,100,0.705612704413184
5,1000,1,"GLM",51.115410050136,0,0.698750967574599
5,1000,1,"IV-TS",54.7625723736854,100,0.521507511621027
5,1000,1,"IV-G",35.4155531368452,100,0.698750967574599
5,1000,1,"IV-GMM",54.6033802219172,100,0.698750967574599
6,1000,1,"GLM",32.7857650047582,0,0.693708183221822
6,1000,1,"IV-TS",29.8106699584193,100,0.529722079258878
6,1000,1,"IV-G",0.859180956338479,100,0.693708183221822
6,1000,1,"IV-GMM",25.9792101634799,100,0.693708183221822
7,1000,1,"GLM",36.6940430851751,0,0.704734836250888
7,1000,1,"IV-TS",15.8849942646091,100,0.529867256637168
7,1000,1,"IV-G",4.43898876617386,100,0.704734836250888
7,1000,1,"IV-GMM",9.59283069767223,100,0.704734836250888
8,1000,1,"GLM",51.733828519163,0,0.689541690433713
8,1000,1,"IV-TS",118.135202470191,0,0.505914454814293
8,1000,1,"IV-G",165.486350094184,100,0.310458309566287
8,1000,1,"IV-GMM",118.443084721912,0,0.310458309566287
9,1000,1,"GLM",14.9030492873638,100,0.672148257824921
9,1000,1,"IV-TS",48.1859446515373,100,0.521574410071564
9,1000,1,"IV-G",36.1406630373701,100,0.672148257824921
9,1000,1,"IV-GMM",47.5761483551662,100,0.672148257824921
10,1000,1,"GLM",41.2958772216222,0,0.698133116883117
10,1000,1,"IV-TS",49.4426646643981,100,0.523944805194805
10,1000,1,"IV-G",45.9550889590546,100,0.698133116883117
10,1000,1,"IV-GMM",49.1214702724927,100,0.698133116883117
11,1000,1,"GLM",36.4279847687829,0,0.695707705449359
11,1000,1,"IV-TS",57.2760772920942,100,0.520607264448995
11,1000,1,"IV-G",40.6119472297508,100,0.695707705449359
11,1000,1,"IV-GMM",57.5554557102317,100,0.695707705449359
12,1000,1,"GLM",66.6165510192538,0,0.715026334771974
12,1000,1,"IV-TS",41.6328631161191,100,0.527428863877236
12,1000,1,"IV-G",19.0134921673418,100,0.715026334771974
12,1000,1,"IV-GMM",40.0491654953936,100,0.715026334771974
13,1000,1,"GLM",36.3473720612727,0,0.689013368940418
13,1000,1,"IV-TS",48.5245099384643,100,0.525308983732556
13,1000,1,"IV-G",27.0474035007513,100,0.689013368940418
13,1000,1,"IV-GMM",48.3326620957134,100,0.689013368940418
14,1000,1,"GLM",37.7002290866903,0,0.690174044237411
14,1000,1,"IV-TS",18.7123663720252,100,0.537732262415009
14,1000,1,"IV-G",5.93234644735123,100,0.690174044237411
14,1000,1,"IV-GMM",9.17744900755818,100,0.690174044237411
15,1000,1,"GLM",42.9333345515223,0,0.692289695860035
15,1000,1,"IV-TS",12.3064334553555,100,0.538083613060726
15,1000,1,"IV-G",2.29410879090971,100,0.692289695860035
15,1000,1,"IV-GMM",5.96731766876175,100,0.692289695860035
16,1000,1,"GLM",45.8977659541621,0,0.707070707070707
16,1000,1,"IV-TS",47.7014837183605,100,0.526363636363636
16,1000,1,"IV-G",29.6055545563728,100,0.707070707070707
16,1000,1,"IV-GMM",46.9876722138181,100,0.707070707070707
17,1000,1,"GLM",50.6211201947714,0,0.705264401796194
17,1000,1,"IV-TS",17.3182189710228,100,0.559846418227921
17,1000,1,"IV-G",41.8717903769071,100,0.705264401796194
17,1000,1,"IV-GMM",58.8549590934042,100,0.705264401796194
18,1000,1,"GLM",28.5768288708697,0,0.70022968426501
18,1000,1,"IV-TS",27.5735248011493,100,0.53805965320911
18,1000,1,"IV-G",6.05541356719631,100,0.70022968426501
18,1000,1,"IV-GMM",24.5331815735902,100,0.70022968426501
19,1000,1,"GLM",51.874400372173,0,0.704404434950666
19,1000,1,"IV-TS",15.7743827099498,100,0.54471569524972
19,1000,1,"IV-G",4.93844116822639,100,0.704404434950666
19,1000,1,"IV-GMM",10.7927963669394,100,0.704404434950666
20,1000,1,"GLM",42.5120746005982,0,0.712058866243888
20,1000,1,"IV-TS",39.1150564270191,100,0.526580981426796
20,1000,1,"IV-G",36.8714633650101,100,0.712058866243888
20,1000,1,"IV-GMM",37.4545949380379,100,0.712058866243888
21,1000,1,"GLM",34.5474727092429,0,0.695830123266564
21,1000,1,"IV-TS",1.48433318666525,100,0.551328967642527
21,1000,1,"IV-G",35.1778135903271,100,0.695830123266564
21,1000,1,"IV-GMM",14.6186576568307,100,0.695830123266564
22,1000,1,"GLM",55.7187876572826,0,0.715912541755238
22,1000,1,"IV-TS",27.1819212584037,100,0.542807976515842
22,1000,1,"IV-G",4.41271509644918,100,0.715912541755238
22,1000,1,"IV-GMM",24.3711955462655,100,0.715912541755238
23,1000,1,"GLM",32.967246148579,0,0.694405802861685
23,1000,1,"IV-TS",126.264990844337,0,0.507899443561208
23,1000,1,"IV-G",142.045082740273,100,0.305594197138315
23,1000,1,"IV-GMM",127.370496887243,0,0.305594197138315
24,1000,1,"GLM",56.3329101233056,0,0.705161625635966
24,1000,1,"IV-TS",1.81701762558991,100,0.546719371119746
24,1000,1,"IV-G",67.623421443047,0,0.705161625635966
24,1000,1,"IV-GMM",9.28288064851559,100,0.705161625635966
25,1000,1,"GLM",24.7327857696792,0,0.67074806562955
25,1000,1,"IV-TS",31.4070966669719,100,0.53941944349021
25,1000,1,"IV-G",19.7273229298868,100,0.67074806562955
25,1000,1,"IV-GMM",30.1031522928095,100,0.67074806562955
26,1000,1,"GLM",50.8520427229322,0,0.700725427520524
26,1000,1,"IV-TS",43.6743567395114,100,0.524040757841108
26,1000,1,"IV-G",29.4729885208217,100,0.700725427520524
26,1000,1,"IV-GMM",43.3987522133529,100,0.700725427520524
27,1000,1,"GLM",47.9716428647239,0,0.702969851630106
27,1000,1,"IV-TS",25.7438775048962,100,0.534421979028643
27,1000,1,"IV-G",25.1208935371819,100,0.702969851630106
27,1000,1,"IV-GMM",23.6543450109862,100,0.702969851630106
28,1000,1,"GLM",39.2221264759009,0,0.711382361916387
28,1000,1,"IV-TS",24.1462713712685,100,0.541877733699522
28,1000,1,"IV-G",11.9710931579095,100,0.711382361916387
28,1000,1,"IV-GMM",21.4666889940981,100,0.711382361916387
29,1000,1,"GLM",24.6958081877472,0,0.687848611981804
29,1000,1,"IV-TS",40.3928721338362,100,0.531465496455611
29,1000,1,"IV-G",30.0741038692888,100,0.687848611981804
29,1000,1,"IV-GMM",38.3317977448042,100,0.687848611981804
30,1000,1,"GLM",53.7932074631102,0,0.718196654426765
30,1000,1,"IV-TS",23.6388957824738,100,0.535536515707874
30,1000,1,"IV-G",22.572962398556,100,0.718196654426765
30,1000,1,"IV-GMM",21.0843514148954,100,0.718196654426765
31,1000,1,"GLM",45.8705148303068,0,0.713778786269493
31,1000,1,"IV-TS",23.154782761445,100,0.545961473470767
31,1000,1,"IV-G",3.42626938701307,100,0.713778786269493
31,1000,1,"IV-GMM",18.2527104746816,100,0.713778786269493
32,1000,1,"GLM",46.9124445467799,0,0.714947599089246
32,1000,1,"IV-TS",17.0759400817327,100,0.551050665754284
32,1000,1,"IV-G",41.8536247595923,100,0.714947599089246
32,1000,1,"IV-GMM",38.6555636909981,100,0.714947599089246
33,1000,1,"GLM",49.6227240187577,0,0.731191104945258
33,1000,1,"IV-TS",32.566924521782,100,0.530606160174267
33,1000,1,"IV-G",5.23478963604126,100,0.731191104945258
33,1000,1,"IV-GMM",30.8233682080912,100,0.731191104945258
34,1000,1,"GLM",18.6273016398,100,0.682861396018387
34,1000,1,"IV-TS",108.864169412668,0,0.504126384322193
34,1000,1,"IV-G",118.737956852163,100,0.317138603981613
34,1000,1,"IV-GMM",108.943716305791,0,0.317138603981613
35,1000,1,"GLM",55.7367747979985,0,0.714768616081761
35,1000,1,"IV-TS",47.9736691672798,100,0.521317286492149
35,1000,1,"IV-G",23.3213581832714,100,0.714768616081761
35,1000,1,"IV-GMM",47.5922718938757,100,0.714768616081761
36,1000,1,"GLM",38.2855797846787,0,0.715430265853668
36,1000,1,"IV-TS",63.1293984613255,0,0.517730366460159
36,1000,1,"IV-G",62.3832101033896,0,0.715430265853668
36,1000,1,"IV-GMM",63.3584826951009,0,0.715430265853668
37,1000,1,"GLM",31.6512346226049,0,0.708798621902594
37,1000,1,"IV-TS",10.6858104315329,100,0.551251008878128
37,1000,1,"IV-G",3.06728093887056,100,0.708798621902594
37,1000,1,"IV-GMM",1.45712286700874,100,0.708798621902594
38,1000,1,"GLM",44.1300549460422,0,0.713392857142857
38,1000,1,"IV-TS",44.2330988743475,100,0.527353896103896
38,1000,1,"IV-G",1.34684115735909,100,0.713392857142857
38,1000,1,"IV-GMM",43.6245784476041,100,0.713392857142857
39,1000,1,"GLM",57.8842991344283,0,0.736967192679149
39,1000,1,"IV-TS",15.7758429477012,100,0.555899554912515
39,1000,1,"IV-G",56.4063701100301,100,0.736967192679149
39,1000,1,"IV-GMM",32.8469745267468,100,0.736967192679149
40,1000,1,"GLM",38.2907199814126,0,0.699333550522662
40,1000,1,"IV-TS",49.0011191093366,100,0.524912420414188
40,1000,1,"IV-G",39.8424717980898,100,0.699333550522662
40,1000,1,"IV-GMM",47.9978632522774,100,0.699333550522662
41,1000,1,"GLM",49.2858551994735,0,0.705204307289723
41,1000,1,"IV-TS",4.83864736978568,100,0.5567408763079
41,1000,1,"IV-G",50.2398533075881,100,0.705204307289723
41,1000,1,"IV-GMM",26.1505119970776,100,0.705204307289723
42,1000,1,"GLM",32.8297683583257,0,0.681206226945514
42,1000,1,"IV-TS",17.6287085812777,100,0.537854043777117
42,1000,1,"IV-G",1.26863066711254,100,0.681206226945514
42,1000,1,"IV-GMM",12.5018871844969,100,0.681206226945514
43,1000,1,"GLM",39.0920933848287,0,0.712477070230608
43,1000,1,"IV-TS",60.4399843827014,100,0.51737748951782
43,1000,1,"IV-G",33.8644169517519,100,0.712477070230608
43,1000,1,"IV-GMM",60.7806965719975,100,0.712477070230608
44,1000,1,"GLM",54.4832955877521,0,0.722057934682519
44,1000,1,"IV-TS",11.1335316548143,100,0.546063386594948
44,1000,1,"IV-G",23.075858546628,100,0.722057934682519
44,1000,1,"IV-GMM",29.2551863580181,100,0.722057934682519
45,1000,1,"GLM",60.3051183052282,0,0.719890118287744
45,1000,1,"IV-TS",18.1964040442705,100,0.528785630110485
45,1000,1,"IV-G",15.7315934081803,100,0.719890118287744
45,1000,1,"IV-GMM",11.5050381913082,100,0.719890118287744
46,1000,1,"GLM",49.0083827270986,0,0.70410658571549
46,1000,1,"IV-TS",46.0384860485427,100,0.526606274519252
46,1000,1,"IV-G",0.868904746592514,100,0.70410658571549
46,1000,1,"IV-GMM",44.5168832287406,100,0.70410658571549
47,1000,1,"GLM",38.4715578586824,0,0.693472052223582
47,1000,1,"IV-TS",2.15123891096827,100,0.548694410444716
47,1000,1,"IV-G",23.133289621135,100,0.693472052223582
47,1000,1,"IV-GMM",7.21954414134425,100,0.693472052223582
48,1000,1,"GLM",38.6095937583554,0,0.709694863816684
48,1000,1,"IV-TS",40.1253432039374,100,0.531086681921458
48,1000,1,"IV-G",13.7391829065492,100,0.709694863816684
48,1000,1,"IV-GMM",38.6506312836409,100,0.709694863816684
49,1000,1,"GLM",36.7076412464729,0,0.704196459969523
49,1000,1,"IV-TS",16.2004049967603,100,0.538708725580944
49,1000,1,"IV-G",10.9047667233107,100,0.704196459969523
49,1000,1,"IV-GMM",10.3043738544089,100,0.704196459969523
50,1000,1,"GLM",25.3862658501341,0,0.692276762738034
50,1000,1,"IV-TS",15.6251348068463,100,0.557739320638188
50,1000,1,"IV-G",32.7490222259194,100,0.692276762738034
50,1000,1,"IV-GMM",45.3585462674417,100,0.692276762738034
51,1000,1,"GLM",31.337386688481,0,0.696123849884787
51,1000,1,"IV-TS",24.0297086452814,100,0.536271934771749
51,1000,1,"IV-G",5.73818086047486,100,0.696123849884787
51,1000,1,"IV-GMM",19.467204336718,100,0.696123849884787
52,1000,1,"GLM",38.0601403978408,0,0.716447392265594
52,1000,1,"IV-TS",26.848989355517,100,0.538835127396615
52,1000,1,"IV-G",8.49969067030802,100,0.716447392265594
52,1000,1,"IV-GMM",23.1704102840001,100,0.716447392265594
53,1000,1,"GLM",38.1851941096592,0,0.714898096106641
53,1000,1,"IV-TS",22.1990292228208,100,0.544666567568328
53,1000,1,"IV-G",8.8117753172374,100,0.714898096106641
53,1000,1,"IV-GMM",16.8793290051035,100,0.714898096106641
54,1000,1,"GLM",28.2627780850344,0,0.705925009340688
54,1000,1,"IV-TS",21.1178542895708,100,0.534317486973256
54,1000,1,"IV-G",1.43360335122292,100,0.705925009340688
54,1000,1,"IV-GMM",15.5275625293359,100,0.705925009340688
55,1000,1,"GLM",60.548792480744,0,0.711374223602484
55,1000,1,"IV-TS",65.3813623454487,100,0.514573628364389
55,1000,1,"IV-G",51.8564608102334,100,0.711374223602484
55,1000,1,"IV-GMM",65.4254054903275,100,0.711374223602484
56,1000,1,"GLM",46.4496281290424,0,0.702019897497739
56,1000,1,"IV-TS",40.4250671312436,100,0.530921515425585
56,1000,1,"IV-G",21.966088630842,100,0.702019897497739
56,1000,1,"IV-GMM",38.3961180679457,100,0.702019897497739
57,1000,1,"GLM",33.0547180329941,0,0.711390398550725
57,1000,1,"IV-TS",30.9895573139866,100,0.534937888198758
57,1000,1,"IV-G",14.9024101454547,100,0.711390398550725
57,1000,1,"IV-GMM",28.6704655980894,100,0.711390398550725
58,1000,1,"GLM",52.5612014945453,0,0.70714833816103
58,1000,1,"IV-TS",94.684873435945,0,0.502758013908586
58,1000,1,"IV-G",92.1434421860663,0,0.70714833816103
58,1000,1,"IV-GMM",94.6856189186706,0,0.70714833816103
59,1000,1,"GLM",37.1669838993753,0,0.704768418837318
59,1000,1,"IV-TS",18.973951879353,100,0.539189101682019
59,1000,1,"IV-G",3.60098427549719,100,0.704768418837318
59,1000,1,"IV-GMM",14.0673296123532,100,0.704768418837318
60,1000,1,"GLM",45.8709830330218,0,0.696432043554346
60,1000,1,"IV-TS",19.6662155551074,100,0.561426534448117
60,1000,1,"IV-G",42.092903602429,100,0.696432043554346
60,1000,1,"IV-GMM",51.5558637961775,100,0.696432043554346
61,1000,1,"GLM",38.4229664156766,0,0.697516310315871
61,1000,1,"IV-TS",26.77225375625,100,0.53124798139655
61,1000,1,"IV-G",8.20557514404624,100,0.697516310315871
61,1000,1,"IV-GMM",23.0956238774719,100,0.697516310315871
62,1000,1,"GLM",33.7598188066993,0,0.703669769011911
62,1000,1,"IV-TS",39.6136781382005,100,0.525067914034496
62,1000,1,"IV-G",7.63846060656213,100,0.703669769011911
62,1000,1,"IV-GMM",37.5223606204682,100,0.703669769011911
63,1000,1,"GLM",20.993708975851,0,0.678052430840535
63,1000,1,"IV-TS",11.5374794682367,100,0.548150115064613
63,1000,1,"IV-G",32.1142083383763,100,0.678052430840535
63,1000,1,"IV-GMM",38.7677337031175,100,0.678052430840535
64,1000,1,"GLM",50.613078726869,0,0.7265625
64,1000,1,"IV-TS",58.4328846207314,100,0.519981656184486
64,1000,1,"IV-G",39.8874222653283,100,0.7265625
64,1000,1,"IV-GMM",58.762265393139,100,0.7265625
65,1000,1,"GLM",39.1703242102017,0,0.716937509860796
